NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Phases,Study Type
NCT02860065,CPC-201 Alzheimer's Disease Type Dementia: PET Study,https://clinicaltrials.gov/study/NCT02860065,WITHDRAWN,Alzheimer's Disease,DRUG: CPC-201|OTHER: Positron emission tomography (PET),"Chase Pharmaceuticals Corporation, an affiliate of Allergan plc",,PHASE2,INTERVENTIONAL
NCT02580305,SUVN-502 With Donepezil and Memantine for the Treatment of Moderate Alzheimer's Disease- Phase 2a Study,https://clinicaltrials.gov/study/NCT02580305,COMPLETED,Alzheimer's Disease,DRUG: SUVN-502|DRUG: Placebo|DRUG: Donepezil|DRUG: Memantine,Suven Life Sciences Limited,,PHASE2,INTERVENTIONAL
NCT01254448,Multiple Ascending Dose Study of TC-5619 in Healthy Elderly Subjects and Subjects With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01254448,COMPLETED,Alzheimer's Disease,DRUG: TC-5619|DRUG: Placebo,Targacept Inc.,,PHASE1,INTERVENTIONAL
NCT01843075,Evaluating Liraglutide in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01843075,UNKNOWN,Alzheimer's Disease,DRUG: Liraglutide|DRUG: Placebo,Imperial College London,King's College Hospital NHS Trust|University of Oxford|University of Southampton|Avon and Wiltshire Mental Health Partnership NHS Trust,PHASE2,INTERVENTIONAL
NCT01689246,Safety and Efficacy Study Evaluating TRx0237 in Subjects With Mild to Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01689246,COMPLETED,Alzheimer's Disease,DRUG: TRx0237 150 mg/day|DRUG: TRx0237 250 mg/day|DRUG: Placebo,TauRx Therapeutics Ltd,,PHASE3,INTERVENTIONAL
NCT02031198,"18-months Safety Follow-up Study of AADvac1, an Active Tau Vaccine for Alzheimer's Disease",https://clinicaltrials.gov/study/NCT02031198,COMPLETED,Alzheimer's Disease,DRUG: AADvac1,Axon Neuroscience SE,,PHASE1,INTERVENTIONAL
NCT02907567,Clinical Trial of CT1812 in Mild to Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02907567,COMPLETED,Alzheimer's Disease,DRUG: CT1812|DRUG: Placebo,Cognition Therapeutics,,PHASE1|PHASE2,INTERVENTIONAL
NCT00663936,Efficacy and Safety of T-817MA in Patients With Mild to Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00663936,COMPLETED,Alzheimer's Disease,DRUG: T-817MA|DRUG: Placebo,"FUJIFILM Toyama Chemical Co., Ltd.",,PHASE2,INTERVENTIONAL
NCT02418806,Group Therapy for Caregivers of Alzheimer's Disease Patients in Spanish Elderly Persons Centres,https://clinicaltrials.gov/study/NCT02418806,COMPLETED,Alzheimer's Disease,BEHAVIORAL: Psychotherapy groups|BEHAVIORAL: Self-help groups,"Barcelonabeta Brain Research Center, Pasqual Maragall Foundation",,,INTERVENTIONAL
NCT00811122,"Biodistribution of 11C-PIB PET in Alzheimer's Disease, Frontotemporal Dementia, and Cognitively Normal Elderly",https://clinicaltrials.gov/study/NCT00811122,TERMINATED,Alzheimer's Disease,RADIATION: 11C-PIB PET Scan|RADIATION: FDG-PET Scan,University of Utah,,EARLY_PHASE1,INTERVENTIONAL
NCT03668405,A Study to Evaluate the Long-term Safety and Tolerability of Lu AF20513 and the Antibody Response in Patients With Alzheimer's Disease (AD),https://clinicaltrials.gov/study/NCT03668405,TERMINATED,Alzheimer's Disease,DRUG: Lu AF20513,H. Lundbeck A/S,,PHASE1,INTERVENTIONAL
NCT01439555,Endothelial Facilitation in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01439555,COMPLETED,Alzheimer's Disease,DRUG: Simvastatin|DRUG: L-Arginine|DRUG: Tetrahydrobiopterin,"University of Massachusetts, Worcester",The Glass Foundation,PHASE2,INTERVENTIONAL
NCT00211159,OmegAD (Omega-3 and Alzheimer's Disease),https://clinicaltrials.gov/study/NCT00211159,COMPLETED,Alzheimer's Disease,DRUG: EPAX 1050TG,Karolinska University Hospital,,,INTERVENTIONAL
NCT01585272,Tolerability of Rivastigmine Before and After Switching From Oral Formulation to Transdermal Patch in Alzheimer's Dementia,https://clinicaltrials.gov/study/NCT01585272,COMPLETED,Alzheimer's Dementia,DRUG: ENA713,Novartis Pharmaceuticals,,PHASE4,INTERVENTIONAL
NCT00100334,Safety Study of PPI-1019 in Subjects With Mild-Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00100334,COMPLETED,Alzheimer's Disease,DRUG: PPI-1019 (APAN),PRAECIS Pharmaceuticals Inc.,,PHASE1|PHASE2,INTERVENTIONAL
NCT01626391,Safety Study of TRx0237 in Patients Already Taking Medications for Mild and Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01626391,TERMINATED,Alzheimer's Disease,DRUG: TRx0237|DRUG: Placebo,TauRx Therapeutics Ltd,,PHASE2,INTERVENTIONAL
NCT00733642,Single Dose Escalation Study of PF-04360365 In Subjects With Mild To Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00733642,COMPLETED,Alzheimer's Disease,BIOLOGICAL: PF-04360365 1 mg/kg|BIOLOGICAL: PF-04360365 3 mg/kg|BIOLOGICAL: PF-04360365 5 mg/kg|BIOLOGICAL: PF-04360365 10 mg/kg,Pfizer,,PHASE1,INTERVENTIONAL
NCT01409915,Study of the Safety & Efficacy of LeukineÂ® in the Treatment of Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01409915,COMPLETED,Alzheimer's Disease,DRUG: Sagramostim|DRUG: Saline -- placebo comparator,"University of Colorado, Denver",The Dana Foundation,PHASE2,INTERVENTIONAL
NCT01561053,A Study to Evaluate Albumin and Immunoglobulin in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01561053,COMPLETED,Alzheimer's Disease,BIOLOGICAL: Albumin 5%|BIOLOGICAL: Albumin 20%|BIOLOGICAL: Immunoglobulin,"Instituto Grifols, S.A.","Grifols Biologicals, LLC",PHASE2|PHASE3,INTERVENTIONAL
NCT00100282,Safety Study of PPI-1019 in Patients With Mild-Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00100282,COMPLETED,Alzheimer's Disease,DRUG: PPI-1019 (APAN),PRAECIS Pharmaceuticals Inc.,,PHASE1,INTERVENTIONAL
NCT03113812,Repeated Subcutaneous Administration of ABvac40 in Mild to Moderate Alzheimer's Disease Patients,https://clinicaltrials.gov/study/NCT03113812,COMPLETED,Alzheimer's Disease,DRUG: ABvac40|DRUG: Placebo,Araclon Biotech S.L.,,PHASE1,INTERVENTIONAL
NCT01617577,Efficacy and Safety of Filgrastim in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01617577,COMPLETED,Alzheimer's Disease,DRUG: G-CSF; filgrastim|DRUG: Placebo,University of South Florida,,PHASE1|PHASE2,INTERVENTIONAL
NCT03289143,A Study to Evaluate the Efficacy and Safety of Semorinemab in Patients With Prodromal to Mild Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03289143,TERMINATED,Alzheimer's Disease,DRUG: Semorinemab|DRUG: Placebo|DRUG: [18F]GTP1,"Genentech, Inc.",,PHASE2,INTERVENTIONAL
NCT02672306,Safety and Exploratory Efficacy Study of UCMSCs in Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02672306,UNKNOWN,Alzheimer's Disease,BIOLOGICAL: UCMSCs|BIOLOGICAL: Placebo,South China Research Center for Stem Cell and Regenerative Medicine,"Guangzhou General Hospital of Guangzhou Military Command of PLA|Third Affiliated Hospital, Sun Yat-Sen University",PHASE1|PHASE2,INTERVENTIONAL
NCT00715858,A Pilot Study of Inflammatory Markers in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00715858,UNKNOWN,Alzheimer's Disease,DRUG: doxycycline|DRUG: rifampin|DRUG: placebo,McMaster University,The Physicians' Services Incorporated Foundation,PHASE3,INTERVENTIONAL
NCT01406145,A Study of the Safety and Tolerability of ASP0777 in Subjects With Alzheimer's Disease (AD) Taking a Stable Dose of Donepezil,https://clinicaltrials.gov/study/NCT01406145,COMPLETED,Alzheimer's Disease,DRUG: ASP0777|DRUG: Placebo,Astellas Pharma Inc,,PHASE1,INTERVENTIONAL
NCT02359864,Study of Low Dose Whole Brain Irradiation in the Treatment of Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02359864,TERMINATED,Alzheimer's Disease,RADIATION: 5 daily fractions of 2 Gy|RADIATION: 10 daily fractions of 2 Gy,William Beaumont Hospitals,,,INTERVENTIONAL
NCT02686216,"Biodistribution, Pharmacokinetics, and Safety of F-18 THK-5351 PET in Alzheimer's Disease Patients and Healthy Subjects.(Positron Emission Tomograph )",https://clinicaltrials.gov/study/NCT02686216,COMPLETED,Alzheimer's Disease,DRUG: F-18 THK-5351,Chang Gung Memorial Hospital,,PHASE1,INTERVENTIONAL
NCT01940952,Zydena on Cognitive Function of Alzheimer's Disease Patients,https://clinicaltrials.gov/study/NCT01940952,UNKNOWN,Alzheimer's Disease,DRUG: Zydena (Udenafil) 50mg + Donepezil 5mg or 10mg|DRUG: Placebo + Donepezil 5mg or 10mg|DRUG: Zydena (Udenafil) 100mg + Donepezil 5mg or 10mg,Samsung Medical Center,"Dong-A Pharmaceutical Co., Ltd.",PHASE3,INTERVENTIONAL
NCT04187547,A Phase III Multi Regional Clinical Trial (MRCT) of Tricaprilin in Mild to Moderately Severe Probable Alzheimer's Disease With Optional Open Label Extension,https://clinicaltrials.gov/study/NCT04187547,WITHDRAWN,Alzheimer's Disease,DRUG: Tricaprilin|DRUG: Placebo,Cerecin,,PHASE3,INTERVENTIONAL
NCT02471196,Efficacy of ORM-12741 on Agitation/Aggression Symptoms in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02471196,COMPLETED,Alzheimer's Disease,DRUG: ORM-12741|DRUG: ORM-12741|DRUG: Placebo,"Orion Corporation, Orion Pharma",Janssen Pharmaceuticals,PHASE2,INTERVENTIONAL
NCT02600130,Lomecel-B Infusion Versus Placebo in Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02600130,COMPLETED,Alzheimer's Disease,BIOLOGICAL: Longeveron Mesenchymal Stem Cells|BIOLOGICAL: Placebo,Longeveron Inc.,,PHASE1,INTERVENTIONAL
NCT01005862,Effect of PF-04360365 On ABETA In Patients With Alzheimer's Disease And Healthy Volunteers,https://clinicaltrials.gov/study/NCT01005862,COMPLETED,Alzheimer's Disease,BIOLOGICAL: PF-04360365|DRUG: Placebo,Pfizer,,PHASE1,INTERVENTIONAL
NCT00013650,Effects of an Anti-Inflammatory Drug in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00013650,COMPLETED,Alzheimer's Disease,DRUG: Cyclophosphamate,National Institute of Mental Health (NIMH),,PHASE1,INTERVENTIONAL
NCT02711683,DL-3-n-butylphthalide Treatment in Patients With Mild to Moderate Alzheimer's Disease Already Receiving Donepezil,https://clinicaltrials.gov/study/NCT02711683,COMPLETED,Alzheimer's Disease,DRUG: DL-3-n-butylphthalide|DRUG: Donepezil,First Affiliated Hospital Xi'an Jiaotong University,,,OBSERVATIONAL
NCT02492529,Knowing and Remembering: Cognitive and Neural Influences of Familiarity on Recognition Memory in Early Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02492529,COMPLETED,Alzheimer's Disease,OTHER: Neuropsychological tests|DEVICE: A cranial MRI|OTHER: Experimental procedure,Rennes University Hospital,,,INTERVENTIONAL
NCT00217763,European Study of 3APS in Mild to Moderate Alzheimer's Disease Patients,https://clinicaltrials.gov/study/NCT00217763,UNKNOWN,Alzheimer's Disease,DRUG: 3APS,Bellus Health Inc. - a GSK company,,PHASE3,INTERVENTIONAL
NCT00106899,ADNI: Alzheimer's Disease Neuroimaging Initiative,https://clinicaltrials.gov/study/NCT00106899,COMPLETED,Alzheimer's Disease,PROCEDURE: Magnetic Resonance Imaging (MRI)|PROCEDURE: Positron Emission Tomography (PET)|PROCEDURE: Lumbar Puncture (LP),Alzheimer's Disease Cooperative Study (ADCS),Northern California Institute of Research and Education|National Institute on Aging (NIA)|National Institute for Biomedical Imaging and Bioengineering (NIBIB)|Foundation for the National Institutes of Health|Alzheimer's Drug Discovery Foundation|Alzheimer's Association,,OBSERVATIONAL
NCT02359552,Rasagiline Rescue in Alzheimer's Disease Clinical Trial,https://clinicaltrials.gov/study/NCT02359552,COMPLETED,Alzheimer's Disease,DRUG: Rasagiline|DRUG: Placebo,The Cleveland Clinic,,PHASE2,INTERVENTIONAL
NCT02389413,Safety and Tolerability of PQ912 in Subjects With Early Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02389413,COMPLETED,Alzheimer's Disease,DRUG: PQ912 oral|OTHER: Placebo,Vivoryon Therapeutics N.V.,"Julius Clinical|Amsterdam UMC, location VUmc",PHASE2,INTERVENTIONAL
NCT00930059,A Study Of PF-04447943 Compared To Placebo In Subjects With Mild To Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00930059,COMPLETED,Alzheimer's Disease,DRUG: PF-04447943,Pfizer,,PHASE2,INTERVENTIONAL
NCT01864655,Safety and Tolerability of AZD0530 (Saracatinib) in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01864655,COMPLETED,Alzheimer's Disease,DRUG: saracatinib|DRUG: Placebo,Stephen M. Strittmatter,National Institute of Neurological Disorders and Stroke (NINDS),PHASE1,INTERVENTIONAL
NCT01227564,Amyloid Imaging And Safety Study Of ACC-001 In Subjects With Early Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01227564,COMPLETED,Alzheimer's Disease,BIOLOGICAL: ACC-001 3 Î¼g/ QS-21 50 Î¼g|BIOLOGICAL: ACC-001 10 Î¼g/ QS-21 50 Î¼g|OTHER: Placebo- Phosphate buffered saline (PBS),Pfizer,"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",PHASE2,INTERVENTIONAL
NCT03456349,Multi-centre Study of HTL0018318 in Patients as an add-on to Standard-of-care,https://clinicaltrials.gov/study/NCT03456349,COMPLETED,Alzheimer's Disease,DRUG: HTL0018318|DRUG: Placebo,Nxera Pharma UK Limited,Allergan,PHASE1,INTERVENTIONAL
NCT01125631,Multiple Intravenous Dose Study Of PF-04360365 In Japanese Patients With Mild To Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01125631,COMPLETED,Alzheimer's Disease,BIOLOGICAL: PF-04360365,Pfizer,,PHASE1,INTERVENTIONAL
NCT01428362,VI-1121 for the Treatment Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01428362,COMPLETED,Alzheimer's Disease,DRUG: VI-1121|DRUG: Placebo,VIVUS LLC,"Medpace, Inc.",PHASE2,INTERVENTIONAL
NCT01009255,Study to Evaluate the Efficacy and Safety of GSK239512 in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01009255,COMPLETED,Alzheimer's Disease,DRUG: GSK239512|DRUG: Placebo,GlaxoSmithKline,,PHASE2,INTERVENTIONAL
NCT00205179,Alzheimer's Disease: Potential Benefit of Isoflavones,https://clinicaltrials.gov/study/NCT00205179,COMPLETED,Alzheimer's Disease,DRUG: Novasoy|DRUG: Placebo,"University of Wisconsin, Madison",National Institutes of Health (NIH)|National Institute on Aging (NIA),PHASE2,INTERVENTIONAL
NCT00965588,"Study to Evaluate Safety, Tolerability and Immunogenicity of Vaccine (UB 311) in Subjects With Alzheimer's Disease",https://clinicaltrials.gov/study/NCT00965588,COMPLETED,Alzheimer's Disease,BIOLOGICAL: UB 311,United Biomedical,"Taipei Veterans General Hospital, Taiwan|National Taiwan University Hospital",PHASE1,INTERVENTIONAL
NCT00299988,Phase II Study of Intravenous Immunoglobulin (IVIg) for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00299988,TERMINATED,Alzheimer's Disease,DRUG: Intravenous Immunoglobulin|OTHER: Placebo,Weill Medical College of Cornell University,Baxter BioScience|National Institutes of Health (NIH),PHASE2,INTERVENTIONAL
NCT01609335,Normative Values for Cognitive Testing and Alzheimer's Imaging Biomarkers in Young Adults,https://clinicaltrials.gov/study/NCT01609335,COMPLETED,Alzheimer's Disease,DRUG: F-18 FDG|DRUG: C-11 PiB,Mayo Clinic,,PHASE1,INTERVENTIONAL
NCT01374438,"3-month Study of MSDC-0160 Effects on Brain Glucose Utilization, Cognition & Safety in Subjects With Alzheimer's Disease",https://clinicaltrials.gov/study/NCT01374438,COMPLETED,Alzheimer's Disease,DRUG: MSDC-0160|DRUG: Placebo,Metabolic Solutions Development Company,,PHASE2,INTERVENTIONAL
NCT02579252,24 Months Safety and Efficacy Study of AADvac1 in Patients With Mild Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02579252,COMPLETED,Alzheimer's Disease,BIOLOGICAL: AADvac1|DRUG: Placebo,Axon Neuroscience SE,,PHASE2,INTERVENTIONAL
NCT01459016,A Non-drug Methods Study in Participants With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01459016,COMPLETED,Alzheimer's Disease,OTHER: PET scan using florbetapir|OTHER: MRI Scan,Eli Lilly and Company,,PHASE1,INTERVENTIONAL
NCT02431468,A Study Assessing Bryostatin in the Treatment of Moderately Severe to Severe Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02431468,COMPLETED,Alzheimer's Disease,DRUG: Bryostatin 1|OTHER: Placebo,"Neurotrope Bioscience, Inc.",,PHASE2,INTERVENTIONAL
NCT01716637,Short Term Efficacy and Safety of Perispinal Administration of Etanercept in Mild to Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01716637,COMPLETED,Alzheimer's Disease,"BIOLOGICAL: Etanercept|DIETARY_SUPPLEMENT: Curcum.Luteol.Theaflav.Lip.Acid,FishOil,Quercet.,Resveratr.",Life Extension Foundation Inc.,,PHASE1,INTERVENTIONAL
NCT00265148,Brain Imaging Study Of Rosiglitazone Efficacy And Safety In Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00265148,COMPLETED,Alzheimer's Disease,DRUG: Rosiglitazone|OTHER: Placebo,GlaxoSmithKline,,PHASE2,INTERVENTIONAL
NCT00876863,"Randomized, Controlled Study Evaluating CERE-110 in Subjects With Mild to Moderate Alzheimer's Disease",https://clinicaltrials.gov/study/NCT00876863,COMPLETED,Alzheimer's Disease,DRUG: CERE-110: Adeno-Associated Virus injection Surgery|PROCEDURE: Placebo Surgery,Sangamo Therapeutics,Alzheimer's Disease Cooperative Study (ADCS),PHASE2,INTERVENTIONAL
NCT01324518,Safety and Efficacy of ORM-12741 in Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01324518,COMPLETED,Alzheimer's Disease,DRUG: ORM-12741|DRUG: ORM-12741|DRUG: Placebo for ORM-12741,"Orion Corporation, Orion Pharma",,PHASE2,INTERVENTIONAL
NCT00380276,Open-Label Treatment With MPC-7869 for Patients With Alzheimer's Who Previously Participated in an MPC-7869 Protocol,https://clinicaltrials.gov/study/NCT00380276,TERMINATED,Alzheimer's Disease,DRUG: MPC-7869,Myrexis Inc.,,PHASE3,INTERVENTIONAL
NCT00580931,Safety Study of Nicotinamide to Treat Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00580931,COMPLETED,Alzheimer's Disease,DRUG: Nicotinamide|DRUG: Enduramide placebo,"University of California, Irvine",Alzheimer's Association,PHASE1|PHASE2,INTERVENTIONAL
NCT01179373,Deep Transcranial Magnetic Stimulation for Treatment of Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01179373,COMPLETED,Alzheimer's Disease,"DEVICE: TMS, H coil",Brainsway,,PHASE2,INTERVENTIONAL
NCT01284387,Amyloid Imaging And Safety Study Of ACC-001 In Subjects With Mild to Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT01284387,COMPLETED,Alzheimer's Disease,BIOLOGICAL: ACC-001 (vanutide cridificar),"JANSSEN Alzheimer Immunotherapy Research & Development, LLC",Pfizer,PHASE2,INTERVENTIONAL
NCT02185053,A Phase II Study of CPC-201 to Treat Alzheimer's Disease Type Dementia,https://clinicaltrials.gov/study/NCT02185053,COMPLETED,Alzheimer's Disease,DRUG: CPC-201,"Chase Pharmaceuticals Corporation, an affiliate of Allergan plc",,PHASE2,INTERVENTIONAL
NCT01238458,"Phase II Study for Amyloid Binding Imaging Study of [18F]AV-45 in Patients With Mild Cognitive Impairment, Alzheimer's Disease and Healthy Volunteers",https://clinicaltrials.gov/study/NCT01238458,UNKNOWN,Alzheimer's Disease,DRUG: [18F]AV-45 PET amyloid binding imaging,Chang Gung Memorial Hospital,,PHASE2,INTERVENTIONAL
NCT00235716,"A Randomized, Clinical Trial of Vitamin E and Memantine in Alzheimer's Disease",https://clinicaltrials.gov/study/NCT00235716,COMPLETED,Alzheimer's Disease,DRUG: dl-alpha-tocopherol|DRUG: Memantine|DRUG: dl-alpha-tocopherol|DRUG: Memantine|DRUG: Placebo,US Department of Veterans Affairs,"Forest Laboratories|DSM Nutritional Products, Inc.",PHASE3,INTERVENTIONAL
NCT00087789,CERE-110 in Subjects With Mild to Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00087789,COMPLETED,Alzheimer's Disease,GENETIC: CERE-110: Adeno-Associated Virus Delivery of NGF,Sangamo Therapeutics,Ceregene,PHASE1,INTERVENTIONAL
NCT00381238,Open-Label Extension Assessing Long-Term Safety Of Rosiglitazone In Subjects With Mild To Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00381238,COMPLETED,Alzheimer's Disease,DRUG: rosiglitazone,GlaxoSmithKline,,PHASE2,INTERVENTIONAL
NCT00257673,Safety and Efficacy of MEM 1003 Versus Placebo in Patients With Mild to Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00257673,COMPLETED,Alzheimer's Disease,DRUG: MEM 1003|DRUG: MEM 1003|DRUG: Placebo for MEM 1003,Memory Pharmaceuticals,,PHASE2,INTERVENTIONAL
